nodo,grado,grado_ponderado,betweenness,closeness,pagerank,red,eigenvector_comp_mayor,tipo
UCXmrpc6Li0spcKxtS0Q_ptg,1,1,0.0,0.03644314868804665,0.0015921333404745244,Bipartita,,autor
UCXr8_5WtGeipe4haOoQDgyQ,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCY7Hq7F9Lnucf-Yr6JkHZNw,1,1,0.0,0.03644314868804665,0.0015921333404745244,Bipartita,,autor
UCYN4wSQ1Sx4_LurxLlW7MPg,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCYwpX26TrCxq8TvbKGRYLXA,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCZ51R_9Q9C0c8I3pAWhtmjQ,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCZFQwqh90apuL8eFhvRBkUg,1,1,0.0,0.1326122448979592,0.0012314659094801786,Bipartita,2.719753877234905e-06,autor
UCZIQnb1fkwe39Iw2TAu-bGA,1,1,0.0,0.12227156405238597,0.0015691590271952158,Bipartita,1.5186531327348356e-06,autor
UCZLG9qH0tUjNhEGFIUt0CYw,1,1,0.0,0.22186561048893746,0.0013102170967186151,Bipartita,0.04426701626519941,autor
UCZOmq6MwFDVoCaEl99BRRaw,1,1,0.0,0.16792433326442008,0.0013678165077211386,Bipartita,0.00018794410011705324,autor
UCZeIIQrGAedW8tCbKWmGY-A,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UCZjm6U576nX8WOiLhmMR3bw,1,1,0.0,0.026448979591836733,0.0012806576023992745,Bipartita,,autor
UC_3xuTXvMIWU5MYP9HkJ3vQ,1,1,0.0,0.10232426303854876,0.0014900677837631294,Bipartita,1.1376327283817565e-08,autor
UC_6KbBY1bsYXz9fwFS0eQRg,1,1,0.0,0.16792433326442008,0.0013678165077211386,Bipartita,0.00018794410011705324,autor
UC_LYoGs5C3mbZKZuKuqYCvw,1,1,0.0,0.17422779922779924,0.0015012876402744307,Bipartita,0.0006549010269817852,autor
UC_NRVt2UP88ZNTwzrZ66JSg,1,1,0.0,0.002857142857142857,0.002849002849002849,Bipartita,,autor
